Exp,Treatment,Samp_ID,Vol_Filt_L,Spike_time,Filt_time_start,Filt_time_end,Local_Date,Cruise
UKH1,0nM,RC078_UKH1_0nM_B,1,2022-06-04T14:11:00Z,2022-06-04T14:40:00Z,2022-06-04T14:54:00Z,6/4/22,RC078
UKH1,0nM,RC078_UKH1_0nM_C,1,2022-06-04T14:11:00Z,2022-06-04T14:40:00Z,2022-06-04T14:51:00Z,6/4/22,RC078
UKH1,5nM,RC078_UKH1_5nM_A,1,2022-06-04T14:11:00Z,2022-06-04T14:41:00Z,2022-06-04T14:51:00Z,6/4/22,RC078
UKH1,5nM,RC078_UKH1_5nM_B,1,2022-06-04T14:11:00Z,2022-06-04T14:41:00Z,2022-06-04T14:52:00Z,6/4/22,RC078
UKH1,5nM,RC078_UKH1_5nM_C,1,2022-06-04T14:11:00Z,2022-06-04T14:41:00Z,2022-06-04T14:51:00Z,6/4/22,RC078
UKH1,10nM,RC078_UKH1_10nM_A,1,2022-06-04T14:39:00Z,2022-06-04T15:08:00Z,2022-06-04T15:20:00Z,6/4/22,RC078
UKH1,10nM,RC078_UKH1_10nM_B,1,2022-06-04T14:39:00Z,2022-06-04T15:08:00Z,2022-06-04T15:19:00Z,6/4/22,RC078
UKH1,10nM,RC078_UKH1_10nM_C,1,2022-06-04T14:39:00Z,2022-06-04T15:08:00Z,2022-06-04T15:19:00Z,6/4/22,RC078
UKH1,50nM,RC078_UKH1_50nM_A,1,2022-06-04T14:39:00Z,2022-06-04T15:09:00Z,2022-06-04T15:19:00Z,6/4/22,RC078
UKH1,50nM,RC078_UKH1_50nM_B,1,2022-06-04T14:39:00Z,2022-06-04T15:09:00Z,2022-06-04T15:21:00Z,6/4/22,RC078
UKH1,50nM,RC078_UKH1_50nM_C,1,2022-06-04T14:39:00Z,2022-06-04T15:09:00Z,2022-06-04T15:17:00Z,6/4/22,RC078
UKH1,200nM,RC078_UKH1_200nM_A,1,2022-06-04T15:09:00Z,2022-06-04T15:35:00Z,2022-06-04T15:43:00Z,6/4/22,RC078
UKH1,200nM,RC078_UKH1_200nM_B,1,2022-06-04T15:09:00Z,2022-06-04T15:35:00Z,2022-06-04T15:44:00Z,6/4/22,RC078
UKH1,200nM,RC078_UKH1_200nM_C,1,2022-06-04T15:09:00Z,2022-06-04T15:35:00Z,2022-06-04T15:42:00Z,6/4/22,RC078
UKH1,500nm,RC078_UKH1_500nM_A,1,2022-06-04T15:10:00Z,2022-06-04T15:36:00Z,2022-06-04T15:45:00Z,6/4/22,RC078
UKH1,500nm,RC078_UKH1_500nM_B,1,2022-06-04T15:10:00Z,2022-06-04T15:36:00Z,2022-06-04T15:43:00Z,6/4/22,RC078
UKH1,500nm,RC078_UKH1_500nM_C,1,2022-06-04T15:10:00Z,2022-06-04T15:36:00Z,2022-06-04T15:42:00Z,6/4/22,RC078
UKH1,2000nM,RC078_UKH1_2000nM_A,1,2022-06-04T15:34:00Z,2022-06-04T16:01:00Z,2022-06-04T16:09:00Z,6/4/22,RC078
UKH1,2000nM,RC078_UKH1_2000nM_B,1,2022-06-04T15:34:00Z,2022-06-04T16:01:00Z,2022-06-04T16:10:00Z,6/4/22,RC078
UKH1,2000nM,RC078_UKH1_2000nM_C,1,2022-06-04T15:34:00Z,2022-06-04T16:01:00Z,2022-06-04T16:10:00Z,6/4/22,RC078
UKH2,0nM,RC078_UKH2_0nM_A,1,2022-06-07T08:17:00Z,2022-06-07T08:52:00Z,2022-06-07T08:59:00Z,6/7/22,RC078
UKH2,0nM,RC078_UKH2_0nM_B,1,2022-06-07T08:17:00Z,2022-06-07T08:54:00Z,2022-06-07T09:01:00Z,6/7/22,RC078
UKH2,0nM,RC078_UKH2_0nM_C,1,2022-06-07T08:17:00Z,2022-06-07T08:54:00Z,2022-06-07T09:02:00Z,6/7/22,RC078
UKH2,5nM,RC078_UKH2_5nM_A,1,2022-06-07T08:17:00Z,2022-06-07T08:49:00Z,2022-06-07T08:59:00Z,6/7/22,RC078
UKH2,5nM,RC078_UKH2_5nM_B,1,2022-06-07T08:17:00Z,2022-06-07T08:49:00Z,2022-06-07T09:03:00Z,6/7/22,RC078
UKH2,5nM,RC078_UKH2_5nM_C,1,2022-06-07T08:17:00Z,2022-06-07T08:49:00Z,2022-06-07T09:03:00Z,6/7/22,RC078
UKH2,10nM,RC078_UKH2_10nM_A,1,2022-06-07T08:49:00Z,2022-06-07T09:20:00Z,2022-06-07T09:31:00Z,6/7/22,RC078
UKH2,10nM,RC078_UKH2_10nM_B,1,2022-06-07T08:49:00Z,2022-06-07T09:20:00Z,2022-06-07T09:31:00Z,6/7/22,RC078
UKH2,10nM,RC078_UKH2_10nM_C,1,2022-06-07T08:49:00Z,2022-06-07T09:20:00Z,2022-06-07T09:31:00Z,6/7/22,RC078
UKH2,50nM,RC078_UKH2_50nM_A,1,2022-06-07T08:50:00Z,2022-06-07T09:20:00Z,2022-06-07T09:26:00Z,6/7/22,RC078
UKH2,50nM,RC078_UKH2_50nM_B,1,2022-06-07T08:50:00Z,2022-06-07T09:20:00Z,2022-06-07T09:27:00Z,6/7/22,RC078
UKH2,50nM,RC078_UKH2_50nM_C,1,2022-06-07T08:50:00Z,2022-06-07T09:20:00Z,2022-06-07T09:28:00Z,6/7/22,RC078
UKH2,200nM,RC078_UKH2_200nM_A,1,2022-06-07T09:17:00Z,2022-06-07T09:47:00Z,2022-06-07T09:54:00Z,6/7/22,RC078
UKH2,200nM,RC078_UKH2_200nM_B,1,2022-06-07T09:17:00Z,2022-06-07T09:47:00Z,2022-06-07T09:54:00Z,6/7/22,RC078
UKH2,200nM,RC078_UKH2_200nM_C,1,2022-06-07T09:17:00Z,2022-06-07T09:47:00Z,2022-06-07T09:57:00Z,6/7/22,RC078
UKH2,500nm,RC078_UKH2_500nM_A,1,2022-06-07T09:19:00Z,2022-06-07T09:47:00Z,2022-06-07T09:55:00Z,6/7/22,RC078
UKH2,500nm,RC078_UKH2_500nM_B,1,2022-06-07T09:19:00Z,2022-06-07T09:47:00Z,2022-06-07T09:56:00Z,6/7/22,RC078
UKH2,500nm,RC078_UKH2_500nM_C,1,2022-06-07T09:19:00Z,2022-06-07T09:47:00Z,2022-06-07T09:58:00Z,6/7/22,RC078
UKH2,2000nM,RC078_UKH2_2000nM_A,1,2022-06-07T09:46:00Z,2022-06-07T10:16:00Z,2022-06-07T10:24:00Z,6/7/22,RC078
UKH2,2000nM,RC078_UKH2_2000nM_B,1,2022-06-07T09:46:00Z,2022-06-07T10:16:00Z,2022-06-07T10:26:00Z,6/7/22,RC078
UKH2,2000nM,RC078_UKH2_2000nM_C,1,2022-06-07T09:46:00Z,2022-06-07T10:16:00Z,2022-06-07T10:23:00Z,6/7/22,RC078
UKH2,10nM,RC078_UKH2_10nM_Blk,0.5,NA,NA,NA,6/7/22,RC078
UKH2,200nM,RC078_UKH2_200nM_Blk,0.5,NA,NA,NA,6/7/22,RC078
UKH2,2000nM,RC078_UKH2_2000nM_Blk,0.5,NA,NA,NA,6/7/22,RC078
UKG1,0nM,RC078_UKG1_0nM_A,1,2022-06-08T13:55:00Z,2022-06-08T14:18:00Z,2022-06-08T14:30:00Z,6/8/22,RC078
UKG1,0nM,RC078_UKG1_0nM_B,1,2022-06-08T13:55:00Z,2022-06-08T14:18:00Z,2022-06-08T14:31:00Z,6/8/22,RC078
UKG1,0nM,RC078_UKG1_0nM_C,1,2022-06-08T13:55:00Z,2022-06-08T14:18:00Z,2022-06-08T14:31:00Z,6/8/22,RC078
UKG1,1000nM,RC078_UKG1_1000nM_A,1,2022-06-08T14:57:00Z,2022-06-08T15:20:00Z,2022-06-08T15:31:00Z,6/8/22,RC078
UKG1,1000nM,RC078_UKG1_1000nM_B,1,2022-06-08T14:57:00Z,2022-06-08T15:20:00Z,2022-06-08T15:33:00Z,6/8/22,RC078
UKG1,1000nM,RC078_UKG1_1000nM_C,1,2022-06-08T14:57:00Z,2022-06-08T15:20:00Z,2022-06-08T15:31:00Z,6/8/22,RC078
UKG1,10nM,RC078_UKG1_10nM_A,1,2022-06-08T13:55:00Z,2022-06-08T14:18:00Z,2022-06-08T14:33:00Z,6/8/22,RC078
UKG1,10nM,RC078_UKG1_10nM_B,1,2022-06-08T13:55:00Z,2022-06-08T14:18:00Z,2022-06-08T14:33:00Z,6/8/22,RC078
UKG1,10nM,RC078_UKG1_10nM_C,0.9,2022-06-08T13:55:00Z,2022-06-08T14:18:00Z,2022-06-08T14:33:00Z,6/8/22,RC078
UKG1,50nM,RC078_UKG1_50nM_A,1,2022-06-08T14:26:00Z,2022-06-08T14:50:00Z,2022-06-08T15:00:00Z,6/8/22,RC078
UKG1,50nM,RC078_UKG1_50nM_B,1,2022-06-08T14:26:00Z,2022-06-08T14:50:00Z,2022-06-08T15:02:00Z,6/8/22,RC078
UKG1,50nM,RC078_UKG1_50nM_C,1,2022-06-08T14:26:00Z,2022-06-08T14:50:00Z,2022-06-08T15:03:00Z,6/8/22,RC078
UKG1,200nM,RC078_UKG1_200nM_A,1,2022-06-08T14:27:00Z,2022-06-08T14:50:00Z,2022-06-08T15:02:00Z,6/8/22,RC078
UKG1,200nM,RC078_UKG1_200nM_B,1,2022-06-08T14:27:00Z,2022-06-08T14:50:00Z,2022-06-08T15:04:00Z,6/8/22,RC078
UKG1,200nM,RC078_UKG1_200nM_C,1,2022-06-08T14:27:00Z,2022-06-08T14:50:00Z,2022-06-08T15:05:00Z,6/8/22,RC078
UKG1,500nM,RC078_UKG1_500nM_A,1,2022-06-08T14:55:00Z,2022-06-08T15:21:00Z,2022-06-08T15:33:00Z,6/8/22,RC078
UKG1,500nM,RC078_UKG1_500nM_B,1,2022-06-08T14:55:00Z,2022-06-08T15:21:00Z,2022-06-08T15:35:00Z,6/8/22,RC078
UKG1,500nM,RC078_UKG1_500nM_C,1,2022-06-08T14:55:00Z,2022-06-08T15:21:00Z,2022-06-08T15:34:00Z,6/8/22,RC078
UKG1,2000nM,RC078_UKG1_2000nM_A,1,2022-06-08T15:24:00Z,2022-06-08T15:53:00Z,2022-06-08T16:02:00Z,6/8/22,RC078
UKG1,2000nM,RC078_UKG1_2000nM_B,1,2022-06-08T15:24:00Z,2022-06-08T15:53:00Z,2022-06-08T16:04:00Z,6/8/22,RC078
UKG1,2000nM,RC078_UKG1_2000nM_C,1,2022-06-08T15:24:00Z,2022-06-08T15:53:00Z,2022-06-08T16:13:00Z,6/8/22,RC078
UKG1,5000nM,RC078_UKG1_5000nM_A,1,2022-06-08T15:26:00Z,2022-06-08T15:53:00Z,2022-06-08T16:05:00Z,6/8/22,RC078
UKH1,0nM,RC104_UKH1_0nM_A,1.5,2023-09-01T13:19:00Z,2023-09-01T13:49:00Z,2023-09-01T13:56:00Z,9/1/23,RC104
UKH1,0nM,RC104_UKH1_0nM_B,1.5,2023-09-01T13:19:00Z,2023-09-01T13:49:00Z,2023-09-01T14:00:00Z,9/1/23,RC104
UKH1,0nM,RC104_UKH1_0nM_C,1.5,2023-09-01T13:19:00Z,2023-09-01T13:49:00Z,2023-09-01T14:00:00Z,9/1/23,RC104
UKH1,10nM,RC104_UKH1_10nM_A,1.5,2023-09-01T13:19:00Z,2023-09-01T13:49:00Z,2023-09-01T14:00:00Z,9/1/23,RC104
UKH1,10nM,RC104_UKH1_10nM_B,1.5,2023-09-01T13:19:00Z,2023-09-01T13:49:00Z,2023-09-01T14:00:00Z,9/1/23,RC104
UKH1,10nM,RC104_UKH1_10nM_C,1.5,2023-09-01T13:19:00Z,2023-09-01T13:49:00Z,2023-09-01T14:00:00Z,9/1/23,RC104
UKH1,100nM,RC104_UKH1_100nM_A,1.5,2023-09-01T13:52:00Z,2023-09-01T14:23:00Z,2023-09-01T14:30:00Z,9/1/23,RC104
UKH1,100nM,RC104_UKH1_100nM_B,1.5,2023-09-01T13:52:00Z,2023-09-01T14:23:00Z,2023-09-01T14:35:00Z,9/1/23,RC104
UKH1,100nM,RC104_UKH1_100nM_C,1.5,2023-09-01T13:52:00Z,2023-09-01T14:23:00Z,2023-09-01T14:34:00Z,9/1/23,RC104
UKH1,250nM,RC104_UKH1_250nM_A,1.5,2023-09-01T13:52:00Z,2023-09-01T14:23:00Z,2023-09-01T14:39:00Z,9/1/23,RC104
UKH1,250nM,RC104_UKH1_250nM_B,1.5,2023-09-01T13:52:00Z,2023-09-01T14:23:00Z,2023-09-01T14:39:00Z,9/1/23,RC104
UKH1,250nM,RC104_UKH1_250nM_C,1.5,2023-09-01T13:52:00Z,2023-09-01T14:23:00Z,2023-09-01T14:32:00Z,9/1/23,RC104
UKH1,1000nM,RC104_UKH1_1000nM_A,1.5,2023-09-01T14:13:00Z,2023-09-01T14:50:00Z,2023-09-01T15:09:00Z,9/1/23,RC104
UKH1,1000nM,RC104_UKH1_1000nM_B,1.5,2023-09-01T14:13:00Z,2023-09-01T14:50:00Z,2023-09-01T15:09:00Z,9/1/23,RC104
UKH1,1000nM,RC104_UKH1_1000nM_C,1.5,2023-09-01T14:13:00Z,2023-09-01T14:50:00Z,2023-09-01T15:09:00Z,9/1/23,RC104
UKH1,2000nM,RC104_UKH1_2000nM_A,1.5,2023-09-01T14:13:00Z,2023-09-01T14:47:00Z,2023-09-01T15:06:00Z,9/1/23,RC104
UKH1,2000nM,RC104_UKH1_2000nM_B,1.5,2023-09-01T14:13:00Z,2023-09-01T14:47:00Z,2023-09-01T15:04:00Z,9/1/23,RC104
UKH1,2000nM,RC104_UKH1_2000nM_C,1.5,2023-09-01T14:13:00Z,2023-09-01T14:47:00Z,2023-09-01T14:56:00Z,9/1/23,RC104
UKH1,3000nM,RC104_UKH1_3000nM_A,1.5,2023-09-01T14:34:00Z,2023-09-01T15:11:00Z,2023-09-01T15:33:00Z,9/1/23,RC104
UKH1,3000nM,RC104_UKH1_3000nM_B,1.5,2023-09-01T14:34:00Z,2023-09-01T15:11:00Z,2023-09-01T15:28:00Z,9/1/23,RC104
UKH1,3000nM,RC104_UKH1_3000nM_C,1.5,2023-09-01T14:34:00Z,2023-09-01T15:11:00Z,2023-09-01T15:21:00Z,9/1/23,RC104
UKH1,250nM,RC104_UKH1_250nM_Blk,NA,NA,NA,NA,9/1/23,RC104
UKH1,1000nM,RC104_UKH1_1000nM_Blk,NA,NA,NA,NA,9/1/23,RC104
UKH1,2000nM,RC104_UKH1_2000nM_Blk,NA,NA,NA,NA,9/1/23,RC104
UKH1,3000nM,RC104_UKH1_3000nM_Blk,NA,NA,NA,NA,9/1/23,RC104
UCH1,Gluc,RC104_UCH1_Gluc_A,2,2023-09-03T13:55:00Z,2023-09-03T14:22:00Z,2023-09-03T14:47:00Z,9/3/23,RC104
UCH1,Gluc,RC104_UCH1_Gluc_B,2,2023-09-03T13:55:00Z,2023-09-03T14:22:00Z,2023-09-03T14:47:00Z,9/3/23,RC104
UCH1,Gluc,RC104_UCH1_Gluc_C,2,2023-09-03T13:55:00Z,2023-09-03T14:22:00Z,2023-09-03T14:47:00Z,9/3/23,RC104
UCH1,Con,RC104_UCH1_Con_A,2,2023-09-03T13:55:00Z,2023-09-03T14:22:00Z,2023-09-03T14:36:00Z,9/3/23,RC104
UCH1,Con,RC104_UCH1_Con_B,2,2023-09-03T13:55:00Z,2023-09-03T14:22:00Z,2023-09-03T14:47:00Z,9/3/23,RC104
UCH1,Con,RC104_UCH1_Con_C,2,2023-09-03T13:55:00Z,2023-09-03T14:22:00Z,2023-09-03T14:41:00Z,9/3/23,RC104
UCH1,GBT,RC104_UCH1_GBT_A,2,2023-09-03T14:28:00Z,2023-09-03T14:58:00Z,2023-09-03T15:26:00Z,9/3/23,RC104
UCH1,GBT,RC104_UCH1_GBT_B,2,2023-09-03T14:28:00Z,2023-09-03T14:58:00Z,2023-09-03T15:19:00Z,9/3/23,RC104
UCH1,GBT,RC104_UCH1_GBT_C,2,2023-09-03T14:28:00Z,2023-09-03T14:58:00Z,2023-09-03T15:26:00Z,9/3/23,RC104
UCH1,DMSP,RC104_UCH1_DMSP_A,2,2023-09-03T14:28:00Z,2023-09-03T14:58:00Z,2023-09-03T15:13:00Z,9/3/23,RC104
UCH1,DMSP,RC104_UCH1_DMSP_B,2,2023-09-03T14:28:00Z,2023-09-03T14:58:00Z,2023-09-03T15:15:00Z,9/3/23,RC104
UCH1,DMSP,RC104_UCH1_DMSP_C,2,2023-09-03T14:28:00Z,2023-09-03T14:58:00Z,2023-09-03T15:17:00Z,9/3/23,RC104
UCH1,Trig,RC104_UCH1_Trig_A,2,2023-09-03T14:55:00Z,2023-09-03T15:25:00Z,2023-09-03T15:38:00Z,9/3/23,RC104
UCH1,Trig,RC104_UCH1_Trig_B,2,2023-09-03T14:55:00Z,2023-09-03T15:25:00Z,2023-09-03T15:40:00Z,9/3/23,RC104
UCH1,Trig,RC104_UCH1_Trig_C,2,2023-09-03T14:55:00Z,2023-09-03T15:25:00Z,2023-09-03T15:41:00Z,9/3/23,RC104
UCH1,Hom,RC104_UCH1_Hom_A,2,2023-09-03T14:55:00Z,2023-09-03T15:28:00Z,2023-09-03T15:56:00Z,9/3/23,RC104
UCH1,Hom,RC104_UCH1_Hom_B,2,2023-09-03T14:55:00Z,2023-09-03T15:28:00Z,2023-09-03T15:56:00Z,9/3/23,RC104
UCH1,Hom,RC104_UCH1_Hom_C,2,2023-09-03T14:55:00Z,2023-09-03T15:31:00Z,2023-09-03T15:55:00Z,9/3/23,RC104
UCH1,TMAO,RC104_UCH1_TMAO_A,2,2023-09-03T15:27:00Z,2023-09-03T15:59:00Z,2023-09-03T16:06:00Z,9/3/23,RC104
UCH1,TMAO,RC104_UCH1_TMAO_B,2,2023-09-03T15:27:00Z,2023-09-03T15:59:00Z,2023-09-03T16:09:00Z,9/3/23,RC104
UCH1,TMAO,RC104_UCH1_TMAO_C,2,2023-09-03T15:27:00Z,2023-09-03T15:59:00Z,2023-09-03T16:11:00Z,9/3/23,RC104
UKG1,0nM,RC104_UKG1_0nM_A,1.5,2023-09-03T15:27:00Z,2023-09-03T15:55:00Z,2023-09-03T16:27:00Z,9/3/23,RC104
UKG1,0nM,RC104_UKG1_0nM_B,1.5,2023-09-03T15:27:00Z,2023-09-03T15:55:00Z,2023-09-03T16:20:00Z,9/3/23,RC104
UKG1,0nM,RC104_UKG1_0nM_C,1.5,2023-09-03T15:27:00Z,2023-09-03T15:55:00Z,2023-09-03T16:18:00Z,9/3/23,RC104
UKG1,10nM,RC104_UKG1_10nM_A,1.5,2023-09-03T15:57:00Z,2023-09-03T16:29:00Z,2023-09-03T16:39:00Z,9/3/23,RC104
UKG1,10nM,RC104_UKG1_10nM_B,1.5,2023-09-03T15:57:00Z,2023-09-03T16:29:00Z,2023-09-03T16:42:00Z,9/3/23,RC104
UKG1,10nM,RC104_UKG1_10nM_C,1.5,2023-09-03T15:57:00Z,2023-09-03T16:29:00Z,2023-09-03T16:47:00Z,9/3/23,RC104
UKG1,100nM,RC104_UKG1_100nM_A,1.5,2023-09-03T15:57:00Z,2023-09-03T16:33:00Z,2023-09-03T16:54:00Z,9/3/23,RC104
UKG1,100nM,RC104_UKG1_100nM_B,1.5,2023-09-03T15:57:00Z,2023-09-03T16:32:00Z,2023-09-03T16:46:00Z,9/3/23,RC104
UKG1,100nM,RC104_UKG1_100nM_C,1.5,2023-09-03T15:57:00Z,2023-09-03T16:32:00Z,2023-09-03T16:48:00Z,9/3/23,RC104
UKG1,250nM,RC104_UKG1_250nM_A,1.5,2023-09-03T16:25:00Z,2023-09-03T16:52:00Z,2023-09-03T17:15:00Z,9/3/23,RC104
UKG1,250nM,RC104_UKG1_250nM_B,1.5,2023-09-03T16:25:00Z,2023-09-03T16:52:00Z,2023-09-03T17:08:00Z,9/3/23,RC104
UKG1,250nM,RC104_UKG1_250nM_C,1.5,2023-09-03T16:25:00Z,2023-09-03T16:52:00Z,2023-09-03T17:18:00Z,9/3/23,RC104
UKG1,500nM,RC104_UKG1_500nM_A,1.5,2023-09-03T16:25:00Z,2023-09-03T16:52:00Z,2023-09-03T17:17:00Z,9/3/23,RC104
UKG1,500nM,RC104_UKG1_500nM_B,1.5,2023-09-03T16:25:00Z,2023-09-03T16:52:00Z,2023-09-03T17:14:00Z,9/3/23,RC104
UKG1,500nM,RC104_UKG1_500nM_C,1.5,2023-09-03T16:25:00Z,2023-09-03T16:52:00Z,2023-09-03T17:12:00Z,9/3/23,RC104
UKG1,1000nM,RC104_UKG1_1000nM_A,1.5,2023-09-03T16:58:00Z,2023-09-03T17:25:00Z,2023-09-03T17:38:00Z,9/3/23,RC104
UKG1,1000nM,RC104_UKG1_1000nM_B,1.5,2023-09-03T16:58:00Z,2023-09-03T17:29:00Z,2023-09-03T17:43:00Z,9/3/23,RC104
UKG1,1000nM,RC104_UKG1_1000nM_C,1.5,2023-09-03T16:58:00Z,2023-09-03T17:25:00Z,2023-09-03T17:46:00Z,9/3/23,RC104
UKG1,3000nM,RC104_UKG1_3000nM_A,1.5,2023-09-03T16:58:00Z,2023-09-03T17:23:00Z,2023-09-03T17:45:00Z,9/3/23,RC104
UKG1,3000nM,RC104_UKG1_3000nM_B,1.5,2023-09-03T16:58:00Z,2023-09-03T17:25:00Z,2023-09-03T17:37:00Z,9/3/23,RC104
UKG1,3000nM,RC104_UKG1_3000nM_C,1.5,2023-09-03T16:58:00Z,2023-09-03T17:25:00Z,2023-09-03T17:42:00Z,9/3/23,RC104
UKG1,250nM,RC104_UKG1_250nM_Blk,NA,NA,NA,NA,9/3/23,RC104
UKG1,500nM,RC104_UKG1_500nM_Blk,NA,NA,NA,NA,9/3/23,RC104
UKG1,1000nM,RC104_UKG1_1000nM_Blk,NA,NA,NA,NA,9/3/23,RC104
UKG1,3000nM,RC104_UKG1_3000nM_Blk,NA,NA,NA,NA,9/3/23,RC104
