parent_id,sample_id,depth_m,station,cast,c_mol_l,n_mol_l,POC_uM,PN_uM,PO4,Si(OH)4,NO3,NO2,NH4,Station,Cast,lat,lon,sal,temp,oxygen,beam_atten,Chl_fluor
S2_C6_D1,S2_C6_D1_B,4,2,6,1.915850665209872e-5,8.292141269090114e-6,19.15850665209872,8.292141269090115,1.767606682,27.86165753,19.96601921,0.442448183,2.522331152,S2,C6,48.25081598484849,-122.99930984848484,31.971880303030304,8.418166666666666,1.6629159090909091,0.26894924242424245,0.7580848484848485
S6_C1_D1,S6_C1_D1_C,8,6,1,7.141176608358667e-5,1.6579895600865667e-5,71.41176608358667,16.57989560086567,0.511540151,11.20624613,0.981018795,0.063342177,1.27754425,S6,C1,48.24069771929825,-122.55512631578948,29.03848245614035,9.077964912280702,1.9194280701754387,0.6149701754385966,1.1885771929824562
S2_C3_D3,S2_C3_D3_C,45,2,3,6.610764874490699e-6,6.348312886614154e-6,6.610764874490699,6.3483128866141545,2.106639202,35.70693677,26.53338623,0.338503275,1.03573606,S2,C3,48.249329160305344,-122.99446564885496,32.20650152671756,8.222852671755724,1.5898381679389313,0.25071984732824426,0.5087496183206107
S3_C2_D3,S3_C2_D3_A,10,3,2,9.66851908669875e-6,1.2223309017243715e-5,9.66851908669875,12.223309017243716,2.041518528,33.161431,24.37068228,0.495683423,2.302542731,S3,C2,48.49591089965398,-123.15111515570935,31.989574394463666,8.344265051903115,1.602321107266436,0.3158653979238754,0.31850346020761244
S2_C3_D4,S2_C3_D4_C,30,2,3,8.234914703411797e-6,6.925407004921656e-6,8.234914703411798,6.925407004921656,2.059737012,35.04002621,25.21727552,0.383472624,1.153097216,S2,C3,48.249329160305344,-122.99446564885496,32.20650152671756,8.222852671755724,1.5898381679389313,0.25071984732824426,0.5087496183206107
S6_C2_D3,S6_C2_D3_C,50,6,2,1.672256251554747e-5,1.909086710541639e-5,16.722562515547473,19.09086710541639,2.217607222,44.20717112,24.92270587,0.663461247,2.138000962,S6,C2,48.243226301369866,-122.55293438356165,29.085261643835615,9.037383561643836,1.897095890410959,0.5342123287671233,0.7513465753424657
S2_C2_D1,S2_C2_D1_B,135,2,2,5.188116444374457e-6,4.921589828556079e-6,5.188116444374456,4.921589828556079,2.324216158,35.54409742,32.38888308,0.215231608,2.012957686,S2,C2,48.24893992063492,-122.9912607936508,31.959780952380953,8.4237,1.659218253968254,0.25770396825396824,0.5264484126984127
S2_C1_SRF,S2_C1_SRF_C,3,2,1,9.114997171909496e-6,6.155978046340315e-6,9.114997171909495,6.155978046340315,1.841672917,31.64865149,22.92864165,0.458974945,2.585752597,S2,C1,48.248553939393936,-122.99288545454546,32.34490075757576,8.087983333333334,1.5462189393939394,0.3639310606060606,0.33618030303030305
S7_C1_D1,S7_C1_D1_A,156,7,1,1.7665454118785606e-5,8.647024741616698e-6,17.665454118785608,8.647024741616697,1.819630168,30.56880689,20.21667068,0.461512204,2.174854153,S7,C1,47.81985939189189,-122.46608574324324,29.730080405405406,9.732956081081081,2.2222945945945947,0.5442608108108108,2.169958108108108
S1_C1_5m,S1_C1_5m_A,1,1,1,6.975515371613068e-5,5.0612190367648534e-5,69.75515371613068,50.61219036764854,NA,NA,NA,NA,NA,S1,C1,47.984547012987015,-122.61869441558441,29.957964935064936,9.782167532467533,2.205483116883117,0.6003,2.327138961038961
S2_C3_D4,S2_C3_D4_A,30,2,3,7.300239540280822e-6,4.803295337713884e-6,7.300239540280821,4.803295337713884,2.033654671,34.18734532,24.80202084,0.389300551,1.285097477,S2,C3,48.249329160305344,-122.99446564885496,32.20650152671756,8.222852671755724,1.5898381679389313,0.25071984732824426,0.5087496183206107
S7_C1_D2,S7_C1_D2_C,90,7,1,1.2900454966492484e-5,8.318714572828816e-6,12.900454966492484,8.318714572828815,1.828333626,31.22036322,19.90238208,0.52569465,2.866648582,S7,C1,47.81985939189189,-122.46608574324324,29.730080405405406,9.732956081081081,2.2222945945945947,0.5442608108108108,2.169958108108108
S5_Uway,S5_Uway_C,0,5,NA,6.892813829305094e-5,1.2398790071338351e-5,68.92813829305094,12.398790071338352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2_C6_D1,S2_C6_D1_C,4,2,6,1.216300929479506e-5,8.100974757646236e-6,12.16300929479506,8.100974757646236,1.746346827,28.34253512,19.72929499,0.440837531,2.134799583,S2,C6,48.25081598484849,-122.99930984848484,31.971880303030304,8.418166666666666,1.6629159090909091,0.26894924242424245,0.7580848484848485
S6_C1_D2,S6_C1_D2_A,4,6,1,5.0248049889835255e-5,1.213731658705451e-5,50.24804988983526,12.13731658705451,0.636360948,14.81698112,2.919792445,0.093198303,2.1590605,S6,C1,48.24069771929825,-122.55512631578948,29.03848245614035,9.077964912280702,1.9194280701754387,0.6149701754385966,1.1885771929824562
S6_C1_D2,S6_C1_D2_C,4,6,1,6.242917360674352e-5,1.4831620667148144e-5,62.42917360674352,14.831620667148144,0.359801043,11.15401161,0.669713395,0.053636215,0.871763344,S6,C1,48.24069771929825,-122.55512631578948,29.03848245614035,9.077964912280702,1.9194280701754387,0.6149701754385966,1.1885771929824562
S5_C3_D1,S5_C3_D1_A,30,5,3,1.2141159745527064e-5,7.364738603316222e-6,12.141159745527064,7.364738603316222,1.847009371,33.7806405,21.74565939,0.531628245,2.428767478,S5,C3,48.8234477852349,-122.89724476510067,30.423709395973155,9.190297986577182,1.9507744966442953,0.4983630872483221,1.0473422818791946
Blk,Blk3,0,NA,NA,9.555910355644494e-6,6.581714869396459e-6,9.555910355644494,6.5817148693964596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S5_Uway,S5_Uway_B,0,5,NA,6.973293002442216e-5,1.3086009171451984e-5,69.73293002442216,13.086009171451984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2_C2_D1,S2_C2_D1_A,135,2,2,5.205110538249566e-6,5.751611946620097e-6,5.205110538249566,5.751611946620097,2.334864884,36.62894577,32.63012647,0.211412071,0.485849456,S2,C2,48.24893992063492,-122.9912607936508,31.959780952380953,8.4237,1.659218253968254,0.25770396825396824,0.5264484126984127
S3_C1_D2,S3_C1_D2_B,100,3,1,6.991949301369132e-6,6.902017611513604e-6,6.991949301369131,6.902017611513604,2.190328254,36.38594043,28.67873985,0.380962204,1.405141035,S3,C1,48.49990231818182,-123.17906627272727,31.64617090909091,8.597121818181819,1.6999081818181818,0.3238163636363636,0.3990013636363636
S3_C1_D1,S3_C1_D1_A,230,3,1,6.704263569340505e-6,8.519580400654113e-6,6.7042635693405055,8.519580400654114,2.342626189,39.41149993,30.89834277,0.253822213,0.664418532,S3,C1,48.49990231818182,-123.17906627272727,31.64617090909091,8.597121818181819,1.6999081818181818,0.3238163636363636,0.3990013636363636
UNT2,UNT2-B,0,NA,NA,6.531303250382666e-5,1.6955056950716617e-5,65.31303250382666,16.955056950716617,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2_C6_D1,S2_C6_D1_A,4,2,6,1.7102062110480174e-5,9.660642404829362e-6,17.102062110480173,9.660642404829362,1.755547404,28.07623076,19.95551128,0.442352118,2.312268061,S2,C6,48.25081598484849,-122.99930984848484,31.971880303030304,8.418166666666666,1.6629159090909091,0.26894924242424245,0.7580848484848485
S3_C2_D4,S3_C2_D4_B,4,3,2,9.600893140669818e-6,8.818783744582208e-6,9.600893140669818,8.818783744582207,2.01441146,32.86376623,24.75377976,0.534279839,2.720158549,S3,C2,48.49591089965398,-123.15111515570935,31.989574394463666,8.344265051903115,1.602321107266436,0.3158653979238754,0.31850346020761244
Blk,Blk2,0,NA,NA,6.830503757654366e-6,7.608000905188307e-6,6.830503757654366,7.608000905188307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2_C9_D1,S2_C9_D1_B,10,2,9,1.4280420631850972e-5,6.839961107410628e-6,14.280420631850973,6.839961107410629,NA,NA,NA,NA,NA,S2,C9,48.248789411764704,-122.99395882352941,29.999717647058823,9.847305882352941,2.218694117647059,0.47605882352941176,2.8374588235294116
S3_C1_D1,S3_C1_D1_B,230,3,1,8.77638751379765e-6,7.9759144496889e-6,8.77638751379765,7.9759144496889,2.319363309,35.87035858,30.83033624,0.243825512,0.542110167,S3,C1,48.49990231818182,-123.17906627272727,31.64617090909091,8.597121818181819,1.6999081818181818,0.3238163636363636,0.3990013636363636
S5_Uway,S5_Uway_A,0,5,NA,6.263309506108771e-5,1.2674354919663708e-5,62.633095061087715,12.674354919663708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S4_C1_D2,S4_C1_D2_C,30,5,1,1.3602493783089412e-5,7.377618739165113e-6,13.602493783089411,7.377618739165113,NA,NA,NA,NA,NA,S5,C1,48.82363481481482,-122.89494962962964,30.284285925925925,9.224077037037038,1.9587518518518519,0.44929703703703705,0.8881570370370371
S2_C2_D2,S2_C2_D2_B,65,2,2,7.21899360489744e-6,4.830824156776638e-6,7.21899360489744,4.830824156776638,2.181032052,35.9051807,28.75411271,0.275718309,0.729529304,S2,C2,48.24893992063492,-122.9912607936508,31.959780952380953,8.4237,1.659218253968254,0.25770396825396824,0.5264484126984127
S7_C2_D4,S7_C2_D4_A,15,7,2,2.5730654964874626e-5,1.1768816824864306e-5,25.730654964874624,11.768816824864306,1.593179717,27.02107074,14.50966383,0.593822248,4.00352805,S7,C2,47.81989388489209,-122.46678863309353,29.74151726618705,9.693851798561152,2.1948971223021583,0.4426172661870504,1.609541726618705
S7_C1_D1,S7_C1_D1_C,156,7,1,1.8538534135964128e-5,8.335700383720096e-6,18.538534135964127,8.335700383720097,1.800245587,30.04208129,19.94052945,0.461787526,3.18613832,S7,C1,47.81985939189189,-122.46608574324324,29.730080405405406,9.732956081081081,2.2222945945945947,0.5442608108108108,2.169958108108108
S4_C1_D2,S4_C1_D2_B,30,5,1,1.2517810825070912e-5,7.611075342426929e-6,12.517810825070912,7.611075342426929,NA,NA,NA,NA,NA,S5,C1,48.82363481481482,-122.89494962962964,30.284285925925925,9.224077037037038,1.9587518518518519,0.44929703703703705,0.8881570370370371
S6_C2_D3,S6_C2_D3_B,50,6,2,1.5507967421802344e-5,1.857136554667824e-5,15.507967421802345,18.57136554667824,2.233276773,44.11506574,25.04656015,0.66540942300000006,1.724841035,S6,C2,48.243226301369866,-122.55293438356165,29.085261643835615,9.037383561643836,1.897095890410959,0.5342123287671233,0.7513465753424657
S6_C2_D4,S6_C2_D4_B,28,6,2,1.42913635634843e-5,1.4262019415473129e-5,14.2913635634843,14.262019415473128,2.199041743,44.2485747,23.89336992,0.646451531,2.589753392,S6,C2,48.243226301369866,-122.55293438356165,29.085261643835615,9.037383561643836,1.897095890410959,0.5342123287671233,0.7513465753424657
S4_C1_D2,S4_C1_D2_A,30,5,1,1.3133441693135464e-5,7.8455425803349e-6,13.133441693135465,7.845542580334899,NA,NA,NA,NA,NA,S5,C1,48.82363481481482,-122.89494962962964,30.284285925925925,9.224077037037038,1.9587518518518519,0.44929703703703705,0.8881570370370371
S5_C3_D1,S5_C3_D1_B,30,5,3,1.333498751303755e-5,6.341718226856191e-6,13.33498751303755,6.341718226856191,1.848661489,33.86096332,21.8239587,0.526815483,1.142776126,S5,C3,48.8234477852349,-122.89724476510067,30.423709395973155,9.190297986577182,1.9507744966442953,0.4983630872483221,1.0473422818791946
S7_C1_D2,S7_C1_D2_A,90,7,1,1.374173941590074e-5,9.024949667956157e-6,13.74173941590074,9.024949667956157,1.821070697,30.96751522,19.18249436,0.524994139,2.619860238,S7,C1,47.81985939189189,-122.46608574324324,29.730080405405406,9.732956081081081,2.2222945945945947,0.5442608108108108,2.169958108108108
S7_C3_D5,S7_C3_D5_A,6,7,3,5.94437739303144e-5,1.6311619559331237e-5,59.4437739303144,16.311619559331238,0.662351636,9.039544587,3.500136985,0.215803949,0.575301888,S7,C2,47.81989388489209,-122.46678863309353,29.74151726618705,9.693851798561152,2.1948971223021583,0.4426172661870504,1.609541726618705
S2_C3_D4,S2_C3_D4_B,30,2,3,7.79065083952881e-6,4.898873556284411e-6,7.790650839528809,4.898873556284411,2.047454135,33.9930199,24.79183823,0.389972763,1.206517537,S2,C3,48.249329160305344,-122.99446564885496,32.20650152671756,8.222852671755724,1.5898381679389313,0.25071984732824426,0.5087496183206107
S1_C1_5m,S1_C1_5m_B,1,1,1,8.221228804491219e-5,3.827266316105798e-5,82.21228804491219,38.27266316105798,NA,NA,NA,NA,NA,S1,C1,47.984547012987015,-122.61869441558441,29.957964935064936,9.782167532467533,2.205483116883117,0.6003,2.327138961038961
S4_C1_D1,S4_C1_D1_B,120,5,1,8.827690086136364e-6,1.0232661614553118e-5,8.827690086136364,10.232661614553118,NA,NA,NA,NA,NA,S5,C1,48.82363481481482,-122.89494962962964,30.284285925925925,9.224077037037038,1.9587518518518519,0.44929703703703705,0.8881570370370371
S7_C3_D6,S7_C3_D6_B,3,7,3,1.0741778651609874e-4,2.4620720741802633e-5,107.41778651609874,24.620720741802632,0.46078168,5.120976469,1.385618846,0.125004368,1.533074109,S7,C2,47.81989388489209,-122.46678863309353,29.74151726618705,9.693851798561152,2.1948971223021583,0.4426172661870504,1.609541726618705
S7_C1_D2,S7_C1_D2_B,90,7,1,1.3805867631324133e-5,7.372562021492657e-6,13.805867631324134,7.372562021492657,1.8132877569999999,31.3182616,19.25070947,0.528424437,2.785684096,S7,C1,47.81985939189189,-122.46608574324324,29.730080405405406,9.732956081081081,2.2222945945945947,0.5442608108108108,2.169958108108108
Blk,Blk6,0,NA,NA,1.1359788001272148e-5,5.898007083893969e-6,11.359788001272149,5.898007083893969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,S7_C2_D3,NA,7,NA,1.6068670507750396e-5,1.039940687932422e-5,16.068670507750397,10.39940687932422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S4_C2_D3,S4_C2_D3_A,12,5,2,1.560695857375197e-5,8.128520281258312e-6,15.60695857375197,8.12852028125831,NA,NA,NA,NA,NA,S5,C2,48.82676460992908,-122.90003808510639,30.25840425531915,9.267560283687944,1.9744567375886524,0.4589028368794326,1.0495014184397162
S4_C2_D3,S4_C2_D3_C,12,5,2,1.6827226901522785e-5,8.235647553750747e-6,16.827226901522785,8.235647553750747,NA,NA,NA,NA,NA,S5,C2,48.82676460992908,-122.90003808510639,30.25840425531915,9.267560283687944,1.9744567375886524,0.4589028368794326,1.0495014184397162
S4_C2_D3,S4_C2_D3_B,12,5,2,1.6303207769777358e-5,7.150225943780228e-6,16.30320776977736,7.150225943780228,NA,NA,NA,NA,NA,S5,C2,48.82676460992908,-122.90003808510639,30.25840425531915,9.267560283687944,1.9744567375886524,0.4589028368794326,1.0495014184397162
S4_C2_D4,S4_C2_D4_A,4,5,2,2.5717229793931145e-5,8.99564480765934e-6,25.717229793931146,8.99564480765934,NA,NA,NA,NA,NA,S5,C2,48.82676460992908,-122.90003808510639,30.25840425531915,9.267560283687944,1.9744567375886524,0.4589028368794326,1.0495014184397162
S4_C2_D4,S4_C2_D4_C,4,5,2,2.6919175774438124e-5,8.42059369399712e-6,26.919175774438123,8.420593693997121,NA,NA,NA,NA,NA,S5,C2,48.82676460992908,-122.90003808510639,30.25840425531915,9.267560283687944,1.9744567375886524,0.4589028368794326,1.0495014184397162
S4_C1_D1,S4_C1_D1_A,120,5,1,8.201065809713515e-6,7.76974498187327e-6,8.201065809713516,7.769744981873271,NA,NA,NA,NA,NA,S5,C1,48.82363481481482,-122.89494962962964,30.284285925925925,9.224077037037038,1.9587518518518519,0.44929703703703705,0.8881570370370371
S4_C2_D4,S4_C2_D4_B,4,5,2,3.0242849568096163e-5,8.089105530058264e-6,30.24284956809616,8.089105530058264,NA,NA,NA,NA,NA,S5,C2,48.82676460992908,-122.90003808510639,30.25840425531915,9.267560283687944,1.9744567375886524,0.4589028368794326,1.0495014184397162
S4_C1_D1,S4_C1_D1_C,120,5,1,8.017842337075255e-6,8.712667106735928e-6,8.017842337075255,8.712667106735928,NA,NA,NA,NA,NA,S5,C1,48.82363481481482,-122.89494962962964,30.284285925925925,9.224077037037038,1.9587518518518519,0.44929703703703705,0.8881570370370371
